ID;zeile_inhalt;zeile_inhalt_orig;extracted_data_id;gefunden_am
483;1 01:48.82 1;1 SRR Schillerschule Frankfurt 01:48.82 1;1686;2025-11-29 10:16:55
484;2 01:55.27 3;2 Frankfurter RC 01:55.27 3;1688;2025-11-29 10:16:55
485;3 02:01.12 4;3 Frankfurter RC 02:01.12 4;1690;2025-11-29 10:16:55
486;1 01:57.39 6;1 RC Karlstadt 01:57.39 6;1694;2025-11-29 10:16:55
487;2 02:08.40 5;2 RC Möve Grossauheim 02:08.40 5;1696;2025-11-29 10:16:55
488;1 01:19.67 1;1 Wormser RC 01:19.67 1;1707;2025-11-29 10:16:55
489;2 Rgm. RG Wetzlar/ Marburger RV/ / 01:19.91 4;2 Rgm. RG Wetzlar/ Marburger RV/ Gießener R.G./ Gießener RC Hassia 01:19.91 4;1709;2025-11-29 10:16:55
490;3 Rgm. / 01:20.92 2;3 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia 01:20.92 2;1712;2025-11-29 10:16:55
491;4 01:22.87 3;4 Frankfurter RG Germania 01:22.87 3;1715;2025-11-29 10:16:55
492;1 Rgm. / am Main-Bürgel 01:34.49 1;1 Rgm. Hanauer RG/ WSV Offenbach am Main-Bürgel 01:34.49 1;1720;2025-11-29 10:16:55
493;2 Rgm. / 01:37.30 2;2 Rgm. Marburger RV/ Frankfurter RG Borussia 01:37.30 2;1723;2025-11-29 10:16:55
494;1 - Boot 1 - 01:41.21 1;1 RC Aschaffenburg - Boot 1 - 01:41.21 1;1729;2025-11-29 10:16:55
495;2 01:44.61 6;2 RV Hellas Offenbach 01:44.61 6;1731;2025-11-29 10:16:55
496;3 01:45.95 4;3 RG Eberbach 01:45.95 4;1733;2025-11-29 10:16:55
497;1 01:48.73 12;1 Wormser RC 01:48.73 12;1737;2025-11-29 10:16:55
498;2 am Main-Bürgel - Boot 1 - 01:53.18 9;2 WSV Offenbach am Main-Bürgel - Boot 1 - 01:53.18 9;1739;2025-11-29 10:16:55
499;3 - Boot 2 - 01:54.15 11;3 Offenbacher RG Undine - Boot 2 - 01:54.15 11;1741;2025-11-29 10:16:55
500;4 - Boot 2 - 02:02.34 8;4 Hanauer RG - Boot 2 - 02:02.34 8;1743;2025-11-29 10:16:55
501;1 - Boot 4 - 01:46.41 16;1 RC Aschaffenburg - Boot 4 - 01:46.41 16;1747;2025-11-29 10:16:55
502;2 am Main-Bürgel - Boot 2 - 01:47.36 14;2 WSV Offenbach am Main-Bürgel - Boot 2 - 01:47.36 14;1749;2025-11-29 10:16:55
503;3 - Boot 2 - 01:59.03 13;3 Mühlheimer RV - Boot 2 - 01:59.03 13;1751;2025-11-29 10:16:55
504;1 01:59.58 17;1 Frankfurter RC 01:59.58 17;1755;2025-11-29 10:16:55
505;2 02:15.58 18;2 Marburger RV 02:15.58 18;1757;2025-11-29 10:16:55
506;1 am Main-Bürgel 01:47.00 2;1 WSV Offenbach am Main-Bürgel 01:47.00 2;1773;2025-11-29 10:16:55
507;2 01:47.56 1;2 Frankfurter RG Germania 01:47.56 1;1775;2025-11-29 10:16:55
508;3 - Boot 1 - 01:53.01 3;3 RC Möve Grossauheim - Boot 1 - 01:53.01 3;1777;2025-11-29 10:16:55
509;1 01:50.17 7;1 RC Aschaffenburg 01:50.17 7;1781;2025-11-29 10:16:55
510;2 01:53.18 5;2 WSV Hellas Gießen 01:53.18 5;1783;2025-11-29 10:16:55
511;3 - Boot 2 - 02:02.74 8;3 RC Möve Grossauheim - Boot 2 - 02:02.74 8;1785;2025-11-29 10:16:55
512;1 02:05.49 1;1 RC Karlstadt 02:05.49 1;1793;2025-11-29 10:16:55
513;2 02:10.68 2;2 RC Karlstadt 02:10.68 2;1795;2025-11-29 10:16:55
514;1 - Boot 1 - 01:37.83 1;1 Hanauer RG - Boot 1 - 01:37.83 1;1800;2025-11-29 10:16:55
515;2 01:38.05 4;2 Marburger RV 01:38.05 4;1802;2025-11-29 10:16:55
516;3 01:42.67 2;3 Hanauer RC Hassia 01:42.67 2;1804;2025-11-29 10:16:55
517;1 Rgm. / 01:46.77 8;1 Rgm. Gießener RC Hassia/ DRC Ingolstadt 01:46.77 8;1808;2025-11-29 10:16:55
518;2 01:54.18 5;2 RV Hellas Offenbach 01:54.18 5;1810;2025-11-29 10:16:55
519;1 01:41.71 6;1 Frankfurter RC 01:41.71 6;1814;2025-11-29 10:16:55
520;2 - Boot 2 - 01:56.08 7;2 Hanauer RG - Boot 2 - 01:56.08 7;1816;2025-11-29 10:16:55
521;1 - Boot 2 - 01:40.17 4;1 Frankfurter RG Oberrad - Boot 2 - 01:40.17 4;1827;2025-11-29 10:16:55
522;2 01:41.39 1;2 RG Wetzlar 01:41.39 1;1829;2025-11-29 10:16:55
523;3 01:41.92 3;3 Frankfurter RC 01:41.92 3;1831;2025-11-29 10:16:55
524;4 - Boot 1 - 01:49.55 5;4 Frankfurter RG Oberrad - Boot 1 - 01:49.55 5;1833;2025-11-29 10:16:55
525;1 01:40.98 7;1 Frankfurter RG Oberrad 01:40.98 7;1837;2025-11-29 10:16:55
526;2 01:49.40 6;2 RG Wetzlar 01:49.40 6;1839;2025-11-29 10:16:55
527;3 02:25.31 8;3 Hanauer RG 02:25.31 8;1841;2025-11-29 10:16:55
528;1 Rgm. / am Main-Bürgel 01:41.99 4;1 Rgm. RC Möve Grossauheim/ WSV Offenbach am Main-Bürgel 01:41.99 4;1848;2025-11-29 10:16:55
529;2 Rgm. / 01:43.63 3;2 Rgm. Frankfurter RG Borussia/ RC Aschaffenburg 01:43.63 3;1850;2025-11-29 10:16:55
530;3 01:47.56 1;3 Frauen-RV Freiweg Frankfurt 01:47.56 1;1853;2025-11-29 10:16:55
531;1 01:38.78 2;1 RC Aschaffenburg 01:38.78 2;1860;2025-11-29 10:16:55
532;2 01:39.98 3;2 Frankfurter RG Germania 01:39.98 3;1863;2025-11-29 10:16:55
533;3 01:46.74 1;3 Frankfurter RG Oberrad 01:46.74 1;1866;2025-11-29 10:16:55
534;1 Rgm. / / Frankfurter RC/ Frankfurter RG 01:26.51 2;1 Rgm. Hanauer RC Hassia/ Frankfurter RG Oberrad/ Frankfurter RC/ Frankfurter RG 01:26.51 2;1872;2025-11-29 10:16:55
535;2 Rgm. / / DRC Ingolstadt/ Gießener R.G. 01:29.92 3;2 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia/ DRC Ingolstadt/ Gießener R.G. 01:29.92 3;1876;2025-11-29 10:16:55
536;3 01:30.16 1;3 Marburger RV 01:30.16 1;1879;2025-11-29 10:16:55
537;1 Rgm. / 01:34.27 1;1 Rgm. Ruderclub Zellingen v. 1946 e.V./ Würzburger Ruderverein Bayern von 1875/1905 e.V. 01:34.27 1;1888;2025-11-29 10:16:55
538;2 Rgm. / 01:35.55 2;2 Rgm. Hanauer RG/ Mühlheimer RV 01:35.55 2;1890;2025-11-29 10:16:55
539;3 01:37.36 3;3 Hanauer RG 01:37.36 3;1892;2025-11-29 10:16:55
540;1 01:32.78 4;1 Hersfelder RV 01:32.78 4;1896;2025-11-29 10:16:55
541;2 Rgm. / 01:36.23 5;2 Rgm. RV Hellas Offenbach/ Flörsheimer RV 01:36.23 5;1898;2025-11-29 10:16:55
542;1 01:55.25 2;1 RC Aschaffenburg 01:55.25 2;1903;2025-11-29 10:16:55
543;2 01:56.64 1;2 SG Wiking 01:56.64 1;1905;2025-11-29 10:16:55
544;3 02:00.34 3;3 RC Karlstadt 02:00.34 3;1907;2025-11-29 10:16:55
545;1 - Boot 1 - 02:02.35 4;1 Hanauer RG - Boot 1 - 02:02.35 4;1911;2025-11-29 10:16:55
546;2 - Boot 2 - 02:05.53 5;2 Hanauer RG - Boot 2 - 02:05.53 5;1913;2025-11-29 10:16:55
547;3 02:05.81 6;3 Mühlheimer RV 02:05.81 6;1915;2025-11-29 10:16:55
548;1 - Boot 1 - 01:41.00 2;1 Mühlheimer RV - Boot 1 - 01:41.00 2;1920;2025-11-29 10:16:55
549;2 am Main-Bürgel - Boot 2 - 01:42.42 5;2 WSV Offenbach am Main-Bürgel - Boot 2 - 01:42.42 5;1922;2025-11-29 10:16:55
550;3 01:44.74 3;3 RV Hellas Offenbach 01:44.74 3;1924;2025-11-29 10:16:55
551;4 01:44.94 4;4 RC Möve Grossauheim 01:44.94 4;1926;2025-11-29 10:16:55
552;1 01:43.96 9;1 RC Aschaffenburg 01:43.96 9;1930;2025-11-29 10:16:55
553;2 01:48.19 6;2 Frankfurter Ruder- und Kanusport Verein 01:48.19 6;1932;2025-11-29 10:16:55
554;3 am Main-Bürgel - Boot 3 - 01:48.41 8;3 WSV Offenbach am Main-Bürgel - Boot 3 - 01:48.41 8;1934;2025-11-29 10:16:55
555;4 - Boot 2 - 01:52.42 7;4 Mühlheimer RV - Boot 2 - 01:52.42 7;1936;2025-11-29 10:16:55
556;1 01:50.58 10;1 Frankfurter RC 01:50.58 10;1940;2025-11-29 10:16:55
557;2 am Main-Bürgel - Boot 4 - 01:52.43 11;2 WSV Offenbach am Main-Bürgel - Boot 4 - 01:52.43 11;1942;2025-11-29 10:16:55
558;1 - Boot 1 - 01:36.07 2;1 RC Aschaffenburg - Boot 1 - 01:36.07 2;1953;2025-11-29 10:16:55
559;2 am Main-Bürgel 01:38.84 1;2 WSV Offenbach am Main-Bürgel 01:38.84 1;1955;2025-11-29 10:16:55
560;1 01:46.92 4;1 Frankfurter RC 01:46.92 4;1959;2025-11-29 10:16:55
561;2 01:58.53 3;2 Marburger RV 01:58.53 3;1961;2025-11-29 10:16:55
562;1 Rgm. / 01:40.32 2;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:40.32 2;1968;2025-11-29 10:16:55
563;2 01:43.47 3;2 Frankfurter RC 01:43.47 3;1970;2025-11-29 10:16:55
564;3 01:48.20 4;3 RG Eberbach 01:48.20 4;1972;2025-11-29 10:16:55
565;1 01:47.98 6;1 Frankfurter RG Oberrad 01:47.98 6;1976;2025-11-29 10:16:55
566;2 01:49.98 7;2 Frankfurter RC 01:49.98 7;1978;2025-11-29 10:16:55
567;3 01:58.79 5;3 SG Wiking 01:58.79 5;1980;2025-11-29 10:16:55
568;1 01:33.67 1;1 RG Eberbach 01:33.67 1;1987;2025-11-29 10:16:55
569;2 Rgm. / 01:37.05 4;2 Rgm. Marburger RV/ Gießener RC Hassia 01:37.05 4;1989;2025-11-29 10:16:55
570;3 01:40.86 2;3 Wormser RC 01:40.86 2;1991;2025-11-29 10:16:55
571;1 Rgm. am Main-Bürgel/ 01:35.81 6;1 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:35.81 6;1995;2025-11-29 10:16:55
572;2 01:41.16 5;2 RC Möve Grossauheim 01:41.16 5;1997;2025-11-29 10:16:55
573;3 01:43.49 7;3 Frankfurter RG Oberrad 01:43.49 7;1999;2025-11-29 10:16:55
574;1 01:58.67 10;1 RC Möve Grossauheim 01:58.67 10;2010;2025-11-29 10:16:55
575;2 - Boot 1 - 02:05.46 1;2 Frankfurter RG Oberrad - Boot 1 - 02:05.46 1;2012;2025-11-29 10:16:55
576;1 - Boot 2 - 02:00.09 5;1 Frankfurter RG Oberrad - Boot 2 - 02:00.09 5;2016;2025-11-29 10:16:55
577;2 - Boot 3 - 02:09.65 4;2 Frankfurter RG Oberrad - Boot 3 - 02:09.65 4;2018;2025-11-29 10:16:55
578;3 - Boot 1 - 02:12.32 6;3 RC Möve Grossauheim - Boot 1 - 02:12.32 6;2020;2025-11-29 10:16:55
579;1 - Boot 4 - 02:02.58 7;1 Frankfurter RG Oberrad - Boot 4 - 02:02.58 7;2024;2025-11-29 10:16:55
580;2 - Boot 2 - 02:03.08 9;2 RC Aschaffenburg - Boot 2 - 02:03.08 9;2026;2025-11-29 10:16:55
581;3 - Boot 2 - 02:21.74 8;3 RC Möve Grossauheim - Boot 2 - 02:21.74 8;2028;2025-11-29 10:16:55
582;1 01:39.84 3;1 Frankfurter RG Germania 01:39.84 3;2036;2025-11-29 10:16:55
583;2 02:00.79 1;2 SG Wiking 02:00.79 1;2039;2025-11-29 10:16:55
584;1 Rgm. / 01:29.05 1;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:29.05 1;2049;2025-11-29 10:16:55
585;2 01:42.62 2;2 Frankfurter RG Oberrad 01:42.62 2;2052;2025-11-29 10:16:55
