"PrimaryKey";"Verein_DRVID";"Verein";"Lettern";"Kurzident";"Kurzident2";"AnzahlKurzIdent";"ErstesVereinZeichen";"Knüpf";"Laenge"
1218;15801;"Gymnasial Turn- und RV Lingen";"GTRV";"Lingen";"gymnasi";2;"G";"K";29
1219;11918;"Düsseldorfer Ruderverein 1880";"DRV 1880";"düssel";"1880";2;"D";"K";29
1220;11908;"Bonner Ruder-Verein 1882 e.V.";"BRV";"Bonner";"verein";2;"B";"K";29
1221;11127;"Ruderclub Vilshofen 1913 e.V.";"RCV";"Vilshof";;1;"R";"K";29
1222;11705;"Schweriner Ruder Gesellschaft";"SRG";"Schweriner";;1;"S";"K";29
1223;11818;"Deutscher Ruder-Club von 1884";"DRC";"Deutscher";"club";2;"D";"K";29
1224;11137;"Schleissheimer Ruderclub e.V.";"SRC";"Schleissheimer";;1;"S";"K";29
1225;11240;"Friedrichshagener Ruderverein";"FRV";"riedrichshag";;1;"F";"K";29
1226;11245;"Ruderclub Turbine Grünau e.V.";"RCTG";"Turbine Grün";"turbi";2;"R";"K";29
1227;12407;"Akademischer Ruderverein Kiel";"ARV";"Kiel";"akad";2;"A";"K";29
1228;12321;"Ruderriege Havelberg von 1909";"RHV";"Havelb";"riege";2;"R";"K";29
1229;11643;"Sportgemeinschaft Wiking 1903";"SGW";"wiking";"sport";2;"S";"K";29
1230;11915;"Ruderclub Hansa 1898 Dortmund";"RCHD";"hansa";"dortmu";2;"R";"K";29
1231;11626;"Hanauer Ruderclub Hassia e.V.";"HRCH";"Hanau";"has";2;"H";"K";29
1232;99208;"RV Nautilus v.1878 Klagenfurt";"NAU";"nauti";"klagen";2;"R";"K";29
1233;11024;"Ruderclub Nürtingen e.V. 1921";"RCN";"Nürting";;1;"R";"K";29
1234;12104;"Erlebnisruderverein Saarlouis";"ERVS";"saarlo";"erlebn";2;"E";"K";29
1235;60017;"Deutsche Sporthochschule Köln";"DSHS";"köln";"deutsche";2;"D";"K";29
1236;12301;"Merseburger Rudergesellschaft";"MRG";"Merseburger";;1;"M";"K";29
1237;15823;"Ernst-Moritz-Arndt- Gymnasium";"EMAG";"Moritz";"arnd";2;"E";"K";29
1238;11118;"Ruderverein Nürnberg von 1880";"RVN";"Nürnb";"1880";2;"R";"K";29
1239;15824;"RR Grotefend-Gymnasium Münden";"RRGGM";"Münden";"rr";2;"R";"K";29
1240;11650;"Schulruderzentrum Kassel e.V.";"SRZ";"Kassel";"Schulruderz";2;"S";"K";29
1241;11915;"Ruderclub Hansa von 1898 e.V.";"RCHD";"hansa";"1898";2;"R";"K";29
1242;15908;"SRV Gymnasium Kreuzgasse Köln";"SRVK";"Kreuzgasse";"srv";2;"S";"K";29
1243;11965;"Bessel-Ruder-Club e.V. Minden";"Bessel-RC";"Bessel";"mind";2;"B";"K";29
1244;11042;"Turnverein Breisach 1877 e.V.";"TVB";"Breisa";"turn";2;"T";"K";29
1245;12009;"TRV Rhenania Bingen 1897 e.V.";"TRVR";"Rhenania";"bing";2;"T";"K";29
1246;15944;"RR Gymnasium Marienberg Neuss";"RR Gymnasium Marienberg Neuss";"neuss";"marien";2;"R";"K";29
1247;11716;"Sana-Sport-Gemeinschaft Rügen";"SSGR";"Rügen";;1;"S";"K";29
1248;11140;"Rudergemeinschaft Bayern e.V.";"RugmB";"bayern";"gemeins";2;"R";"K";29
1249;11325;"Ruderclub Königs Wusterhausen";"RCKW";"Wusterhausen";"club";2;"R";"K";29
1250;11222;"Potsdamer Ruder Club Germania";"PRCG";"potsda";"germa";2;"P";"K";29
1251;99126;"Freiherr-vom-Stein-Gymnasium";"FVSG";"Freiherr";"stein";2;"F";"K";28
1252;12041;"Rudergesellschaft Worms 1883";"RGW";"worms";"1883";2;"R";"K";28
1253;15005;"Freie Schule ""Lernzeiträume""";"FSLzt";"freie";"lernz";2;"F";"K";28
1254;11115;"Münchener Ruderclub von 1880";"MRC";"München";"Club";2;"M";"K";28
1255;11312;"Potsdamer Ruder-Gesellschaft";"PRG";"Potsdamer";"gese";2;"P";"K";28
1256;11645;"Rotenburger Ruderverein e.V.";"RRV";"Rotenburger";;1;"R";"K";28
1257;11134;"Ruder Club am Lech Kaufering";"RCLK";"kauferin";;1;"R";"K";28
1258;11970;"Reeser Ruderverein 1905 e.V.";"RRV";"reeser";;1;"R";"K";28
1259;16403;"RR Hermann-Tast-Schule Husum";"RRHTSH";"tast";"herm";2;"R";"K";28
1260;15608;"TRV Albert-Schweitzer-Schule";"TRVASS";"schweitz";"trv";2;"T";"K";28
1261;11936;"Wassersportverein Herne 1920";"WSVH";"Herne";"wasser";2;"W";"K";28
1262;15923;"RR Schillergymnasium Münster";"RRSM";"Münster";"schiller";2;"R";"K";28
1263;11867;"Schüler-Ruderverein Hannover";"SRVH";"Hannov";"schül";2;"S";"K";28
1264;11313;"Rathenower Ruder-Club Wiking";"RKW";"Rathenow";;1;"R";"K";28
1265;11002;"Ruderverein Bad Wimpfen e.V.";"RVW";"wimpf";;1;"R";"K";28
1266;11506;"Der Hamburgerund Germania RC";"DHUGRC";"Germania";"hambu";2;"D";"K";28
1267;11867;"Schüler-Ruderverein Hannover";"SRV Hannover";"Hannov";"schül";2;"S";"K";28
1268;12043;"Schulruderzentrum Mainz e.V.";"SRZ Mainz";"Mainz";"schulru";2;"S";"K";28
1269;15617;"RV Jacob-Grimm Schule Kassel";"RVJGS";"jacob";"grimm";2;"R";"K";28
1270;15816;"SRR Ratsgymnasium  Osnabrück";"SRRRO";"Osnabrück";"srr";2;"S";"K";28
1271;11861;"Ruderverein ARGO Aurich e.V.";"RVA";"ARGO";"auri";2;"R";"K";28
1272;11143;"1. Ruderclub-Forggensee e.V.";"1. RCF";"Forggensee";;1;"1";"K";28
1273;11313;"Rathenower Ruder-Club Wiking";"RRCW";"Rathenow";;1;"R";"K";28
1274;11619;"Frankfurter RG Sachsenhausen";"FRGS";"Frankfurt";"sachsen";2;"F";"K";28
1275;11934;"RC ""Westfalen"" Herdecke 1929";"RWH";"westfal";"herd";2;"R";"K";28
1276;12311;"Wassersportfreunde Burg 1924";"WSFB";"sportfreund";"burg";2;"W";"K";28
1277;11338;"Wassersport PCK Schwedt e.V.";"WPCKS";"Schwedt";"pck";2;"W";"K";28
1278;11316;"Ruder-Club-Havel Brandenburg";"RCHB";"Havel";"club";2;"R";"K";28
1279;11814;"Ruderer-Vereinigung Nordharz";"RVN";"Nordharz";;1;"R";"K";28
1280;11516;"Sportverein Rot-Gelb Hamburg";"Rudern SVRG";"rot-gelb";;2;"S";"K";28
1281;16425;"Lübecker Schüler-Ruderverein";"LSRV";"Lübeck";"schül";2;"L";"K";28
1282;11963;"Ruderverein Münster von 1882";"RVM";"Münster";"1882";2;"R";"K";28
1283;11853;"Sportvereinigung Scharnebeck";"SvgS";"Scharnebe";;1;"S";"K";28
1284;11912;"Ruderverein Datteln von 1928";"RVDat";"Datteln";;1;"R";"K";28
1285;12426;"Wassersportverein Belau e.V.";"WSVB";"Belau";;1;"W";"K";28
1286;11508;"Ruder Club Dresdenia Hamburg";"RCD";"Dresdenia";"Hamburg";2;"R";"K";28
1287;11316;"Ruder-Club Havel Brandenburg";"RCHB";"Havel";"club";2;"R";"K";28
1288;11842;"Oldenburger Ruderverein e.V.";"ORVO";"Oldenburg";"verein";2;"O";"K";28
1289;11931;"Ruderclub Hamm von 1890 e.V.";"RCHAM";"Hamm";"club";2;"R";"K";28
1290;11958;"Mülheimer Ruder-Gesellschaft";"MRG";"Mülheim";"gesell";2;"M";"K";28
1291;12004;"Creuznacher Ruderverein 1876";"CRV";"Creuznacher";;1;"C";"K";28
1292;15623;"Gymnasium Steinmühle Marburg";"GSM";"Steinm";"gymn";2;"G";"K";28
1293;30016;"Hessischer Ruderverband e.V.";"HRV";"Hessischer";;1;"H";"K";28
1294;11953;"Ruderclub Sorpesee 1956 e.V.";"RCS";"Sorpesee";;1;"R";"K";28
1295;99138;"Dreilinden-Gymnasium, Berlin";;"berlin";"inden-Gymnasi";2;"D";"K";28
1296;15805;"Ruderverein Isenhagener Land";"RV IL";"Isenhagener";;1;"R";"K";28
1297;12308;"RC Magdeburg im SC Magdeburg";"SCM";"Magdeburg";"sc";2;"R";"K";28
1298;15505;"SRC Emilie-Wüstenfeld Schule";"SRCEWS";"wüstenfe";;1;"S";"K";28
1299;11833;"Eisenbahn-Sportverein Lingen";"ESVL";"Lingen";"eisen";2;"E";"K";28
1300;11923;"Wassersport-Verein Ennepetal";"WVE";"ennepe";;1;"W";"K";28
1301;11632;"Ruderverein Kurhessen-Cassel";"RKC";"Cassel";"kurhe";2;"R";"K";28
1302;11640;"Offenbacher Ruderverein 1874";"ORV";"verein 1874";;1;"O";"K";28
1303;11026;"Ruder-Club Rastatt 1898 e.V.";"RCR";"Rastatt";;1;"R";"K";28
1304;11825;"Hildesheimer Ruder-Club e.V.";"HilRC";"Hildesheimer";;1;"H";"K";28
1305;11638;"Ruderverein Hellas Offenbach";"RVHG";"hellas";"Of";2;"R";"K";28
1306;12422;"Rendsburger Ruderverein e.V.";"RRV";"Rendsburg";;2;"R";"K";28
1307;12416;"Lübecker Ruder-Klub von 1907";"LRK";"Lübeck";"Klub";2;"L";"K";28
1308;11238;"Berliner Ruderclub Ägir e.V.";"BRCÄ";"berlin";"ägir";2;"B";"K";28
1309;12013;"RV Rhenania Germersheim e.V.";"RVRG";"Germersheim";;1;"R";"K";28
1310;11008;"Rudergesellschaft Heidelberg";"RGH";"Heidel";"ges";2;"R";"K";28
1311;11855;"Ruderclub Stolzenau von 1986";"RCS";"Stolzenau";"club";2;"R";"K";28
1312;12412;"Ruder-Gesellschaft Lauenburg";"RGL";"Lauenb";"ruder";2;"R";"K";28
1313;12503;"Jenaer Kanu- und Ruderverein";"JKRV";"Jenaer";;1;"J";"K";28
1314;11973;"Ruderverein Waltrop von 1928";"RVW";"Waltrop";;1;"R";"K";28
1315;90010;"Bundesstützpunkt Saarbrücken";"BSPS";"Saarbrücken";"bundes";2;"B";"K";28
1316;11654;"Ruderverein Cassel 2010 e.V.";"RVC";"cassel";"2010";2;"R";"K";28
1317;12303;"Hallesche RV Böllberg Nelson";"HRBN";"böll";;1;"H";"K";28
1318;11852;"SV Alemannia 1919 Salzbergen";"SVA";"Alemanni";"salz";2;"S";"K";28
1319;12313;"Rudervereinigung Dessau e.V.";"RVD";"dessau";;1;"R";"K";28
1320;99146;"Wilma-Rudolph Schule, Berlin";;"berlin";"rudolph";2;"W";"K";28
1321;11150;"Ruderverein Brombachsee e.V.";"RV Brombachsee";"Brombachsee";;1;"R";"K";28
1322;11034;"Überlinger Ruderclub ""Bodan""";"ÜRCB";"bodan";;1;"Ü";"K";28
1323;15626;"SRR Schillerschule Frankfurt";"SRR Schill";"Frankfurt";"schiller";2;"S";"K";28
1324;11843;"Postsportverein Oldenburg RA";"PSVO";"Oldenburg";"post";2;"P";"K";28
1325;12035;"Rudergesellschaft Trier 1883";"RGT";"Trier";"gesell";2;"R";"K";28
1326;13801;"Reg.V Ems-Jade-Weser Team NW";"RVEJW";"Jade";"reg";2;"R";"K";28
1327;12504;"Universitätssportverein Jena";"USJ";"Jena";"uni";2;"U";"K";28
1328;11979;"Post und Telekom SG Lübbecke";"PTSGL";"Lübbecke";;1;"P";"K";28
1329;40024;"Havel-Regatta-Verein v. 1920";"HRV";"Havel";"regat";2;"H";"K";28
1330;11911;"Ruderverein Rauxel 1922 e.V.";"RVR";"Rauxel";;1;"R";"K";28
1331;11509;"Ruder-Club Favorite Hammonia";"RCFH";"Hamm";"favo";2;"R";"K";28
1332;11040;"Pfullendorfer Ruderclub 2002";"PRC";"Pfullendo";;1;"P";"K";28
1333;11603;"Darmstädter Schwimm- und WSC";"DSW";"Darmstädter";"Schwimm";2;"D";"K";28
1334;99128;"Werner-von-Siemens-Gymnasium";"WVSG";"erner-von-Siemen";;1;"W";"K";28
1335;12320;"Ruderverein Raguhn 1901 e.V.";"RVR";"Raguhn";;1;"R";"K";28
1336;15626;"SRR Schillerschule Frankfurt";"SRRSF";"Frankfurt";"schiller";2;"S";"K";28
1337;11028;"Ruderclub Bad Säckingen e.V.";"RCS";"Säcking";;1;"R";"K";28
1338;11509;"RC Favorite Hammonia Hamburg";"RCFH";"Hamm";"favo";2;"R";"K";28
1339;11216;"Berliner Ruder-Club Hevella";"BRCHE";"Berlin";"hev";2;"B";"K";27
1340;40019;"Regattaverein Würzburg e.V.";"RVW";"Würzb";"rega";2;"R";"K";27
1341;40007;"Hanauer Regatta-Verein e.V.";"HRegV";"Hanau";"rega";2;"H";"K";27
1342;99960;"Fitnessstudio Fitnesskeller";;"Fitnessst";"esskell";2;"R";"K";27
1343;11609;"Frauen-RV Freiweg Frankfurt";"FRVF";"Frankfurt";"freiweg";2;"F";"K";27
1344;11860;"Wolfsburger Ruder-Club e.V.";"WRC";"Wolfsburge";;1;"W";"K";27
1345;11628;"Hersfelder Ruderverein 1977";"HRV";"hersf";"erverein";2;"H";"K";27
1346;11703;"Stralsunder Ruder-Club e.V.";"SRC";"Stralsunder";;1;"S";"K";27
1347;11803;"Ruder-Klub ""Normannia"" e.V.";"RKN";"norman";;1;"R";"K";27
1348;15920;"RR am Max-Planck- Gymnasium";"RRMPGDO";"planck";"dortm";2;"R";"K";27
1349;15103;"Goethe-Gymnasium Regensburg";"GGR";"Regensbu";"goeth";2;"G";"K";27
1350;11209;"Berliner Ruder-Gesellschaft";"BRG";"Berlin";"gesell";2;"B";"K";27
1351;40030;"International Wedau Regatta";"IWR";"wedau";;1;"I";"K";27
1352;11502;"Alsterruderverein ""Hanseat""";"ARVH";"Hanseat";;1;"A";"K";27
1353;40009;"Heidelberger Regattaverband";"HRegV";"Heidel";"rega";2;"H";"K";27
1354;50001;"Schüler-Ruderverband Berlin";"SRVB";"berlin";"schüler";2;"S";"K";27
1355;13801;"RV Ems-Jade-Weser Team Nord";"RVEJW";"Jade";"reg";2;"R";"K";27
1356;11010;"Alte Herren RR am Gymn. RLV";"RRaGLV";"Alte Herr";;1;"A";"K";27
1357;11009;"Heidelberger Ruderklub 1872";"HRK";"Heidel";"Klub";2;"H";"K";27
1358;40010;"Kasseler Regattaverein e.V.";"KRV";"Kasseler";"regatta";2;"K";"K";27
1359;11327;"Alt Ruppiner Ruderclub 1928";"ARC";"Ruppine";"alt";2;"A";"K";27
1360;11986;"Ruderverein Kreuzgasse e.V.";"RVK";"Kreuzgasse";"verein";2;"R";"K";27
1361;11025;"Ruderclub Undine Radolfzell";"RCUR";"Radolfze";;1;"R";"K";27
1362;11231;"Frauen Ruder-Club   Wannsee";"RaW";"frauen";"wan";2;"F";"K";27
1363;11937;"Ruderverein Höxter von 1898";"RVH";"Höxter";;1;"R";"K";27
1364;99956;"Virginia Tech Alumni Rowing";"VTAG";"Virginia";"Alum";2;"V";"K";27
1365;40013;"Lübecker Regattaverein e.V.";"LRV";"Lübeck";"reg";2;"L";"K";27
1366;11256;"Neuköllner Ruderclub Berlin";"Neuköllner RC";"berlin";"köln";2;"N";"K";27
1367;11256;"Neuköllner Ruderclub Berlin";"NRCB";"berlin";"köln";2;"N";"K";27
1368;12414;"Lübecker Frauen-Ruder- Klub";"LFRK";"Lübeck";"Frau";2;"L";"K";27
1369;11111;"Ruderclub Lindau (Bodensee)";"RCL";"Bodens";"lindau";2;"R";"K";27
1370;11027;"Ruderclub Rheinfelden/Baden";"RCR";"Rheinf";;1;"R";"K";27
1371;11942;"Mülheimer Wassersport  Köln";"Müwa Köln";"MÜWA";"wasser";2;"M";"K";27
1372;11252;"Treptower Rudergemeinschaft";"TRG";"Treptow";;1;"T";"K";27
1373;11315;"Ruderverein Rheinsberg 1910";"RVR";"Rheinsberg";;1;"R";"K";27
1374;11257;"Ruderclub Rapid Berlin e.V.";"RCRB";"berlin";"rapid";2;"R";"K";27
1375;11820;"Ruderverein Linden von 1911";"RVL";"Linden";"1911";2;"R";"K";27
1376;11515;"Ruderclub Protesia von 1907";"RCP";"protesia";;1;"R";"K";27
1377;19717;"LRV Mecklenburg- Vorpommern";"LRV MV";"Mecklen";"lrv";2;"L";"K";27
1378;11850;"Wasser-Sport-Verein Rinteln";"WSVR";"Rinteln";"wasser";2;"W";"K";27
1379;11014;"Ruderverein Neptun Konstanz";"Neptun Konstanz";"konst";"nept";2;"R";"K";27
1380;11321;"Cottbusser Rudersportverein";"CRSV";"Cottbus";"ruder";2;"C";"K";27
1381;11043;"Marine-Jugend Konstanz e.V.";"MJK";"konst";"mari";2;"M";"K";27
1382;11229;"Ruderriege TV Waidmannslust";"RRTVW";"Waidmannslust";;1;"R";"K";27
1383;90000;"Deutscher Ruderverband e.V.";"DRV";"Deutscher";"verband";2;"D";"K";27
1384;15816;"SRR Ratsgymnasium Osnabrück";"SRRRO";"Osnabrück";"srr";2;"S";"K";27
1385;12425;"Domschulruderclub Schleswig";"DRC";"Domschul";;1;"D";"K";27
1386;30026;"Ruderverband Rheinland e.V.";"RVR";"Rheinland";"verband";2;"R";"K";27
1387;30023;"Ruderverband Sachsen-Anhalt";"RuSA";"Sachsen";"verband";2;"R";"K";27
1388;16004;"SRR Maria Ward-Schule Mainz";"SRRMWS";"Mainz";"ward";2;"S";"K";27
1389;11655;"Rudern und Sport Steinmühle";"RuSStm";"Steinm";"rudern";2;"R";"K";27
1390;11132;"Ruderclub Zellingen v. 1946";"RCZ";"zellin";;1;"R";"K";27
1391;11210;"Ruderverein Berlin von 1878";"RVB";"Berlin";"1878";2;"R";"K";27
1392;11006;"Ruderverein Friedrichshafen";"RVF";"Friedrichshaf";;1;"R";"K";27
1393;12040;"Rudergesellschaft Zeltingen";"RGZ";"zelti";;1;"R";"K";27
1394;11237;"Märkischer Ruderverein e.V.";"MR";"Märkischer";;1;"M";"K";27
1395;11217;"Märkischer Wassersport e.V.";"MWS";"Märkischer";;1;"M";"K";27
1396;11905;"Ruderverein Bochum von 1920";"O";"Bochum";"1920";2;"R";"K";27
1397;15618;"SRR Hohe Landesschule Hanau";"SRRHLH";"Hanau";"hohe";2;"S";"K";27
1398;12316;"Magdeburger Ruder-Club e.V.";"MRC";"Magdeburg";"der-clu";2;"M";"K";27
1399;11921;"Duisburger Ruderverein e.V.";"DuRV";"Duisburger";;1;"D";"K";27
1400;11637;"Mühlheimer Ruderverein 1911";"MRV";"Mühlheime";;1;"M";"K";27
1401;11257;"Ruderclub Rapid Berlin e.V.";"RC Rapid";"berlin";"rapid";2;"R";"K";27
1402;11106;"Donau-Ruder-Club Ingolstadt";"DRCI";"donau";"ingo";2;"D";"K";27
1403;11949;"Kölner Club für Wassersport";"KCFW";"Kölner";"wasser";2;"K";"K";27
1404;11646;"Weilburger Ruderverein 1905";"WRV";"Weilburg";;1;"W";"K";27
1405;12415;"Lübecker Ruder-Gesellschaft";"LRG";"Lübeck";"gesell";2;"L";"K";27
1406;11105;"Schwimmverein Hof 1911 e.V.";"SVH";"Schwimmverein";"Hof";2;"S";"K";27
1407;99968;"Ruderclub Oste, Bremervörde";;"bremervörd";;1;"R";"K";27
1408;11644;"Rüsselsheimer Ruder-Klub 08";"RRK";"Rüsselsheim";;1;"R";"K";27
1409;11969;"Ruderverein Oberhausen e.V.";"RVO";"Oberhausen";;1;"R";"K";27
1410;11023;"WSV Schifferclub Neckarrems";"WSV SCN";"Neckarrems";;1;"W";"K";27
1411;11322;"Neuruppiner Ruder-Club e.V.";"NRC";"Neuruppin";;1;"N";"K";27
1412;11616;"Frankfurter Ruder-Club 1884";"FRC 84";"Frankfurt";"1884";2;"F";"K";27
1413;11947;"Kölner Ruderverein von 1877";"KRV";"Kölner";"1877";2;"K";"K";27
1414;88880;"Union Nautique de Bruxelles";"UNB";"bruxe";"naut";2;"U";"K";27
1415;40012;"Kölner Regatta-Verband e.V.";"KRegV";"Kölner";"regatt";2;"K";"K";27
1416;11869;"RA SLS Leinebagger Hannover";"SLS Leinebagger";"Hannov";"leine";2;"R";"K";27
1417;99997;"TU Bergakademie Freiberg II";;"freiberg";;1;"T";"K";27
1418;16419;"RR des Johanneums zu Lübeck";"RRJL";"Johann";"lübe";2;"R";"K";27
1419;11402;"Bremer Ruderverein von 1882";"BRV";"bremer";"1882";2;"B";"K";27
1420;11003;"Breisacher Ruderverein e.V.";"BRV";"Breisa";"ruderv";2;"B";"K";27
1421;12023;"Weisenauer Ruderverein 1913";"WRV";"Weisenauer";;1;"W";"K";27
1422;15941;"RR am Städt. Gymnasium Olpe";"RRSGO";"olpe";"gymn";2;"R";"K";27
1423;11333;"Brandenburger Sport- und RK";"BSRK";"Brandenb";"1883";2;"B";"K";27
1424;11404;"Vegesacker Ruderverein e.V.";"VRV";"Vegesacker";;1;"V";"K";27
1425;11703;"Stralsunder Ruder-Club e.V.";"SRC";"Stralsunder";;1;"S";"K";27
1426;11939;"Kettwiger Rudergesellschaft";"KRG";"Kettwiger";"gesell";2;"K";"K";27
1427;11939;"Kettwiger Rudergesellschaft";"KetRG";"Kettwiger";"gesell";2;"K";"K";27
1428;11947;"Kölner Ruderverein von 1877";"Köln 77";"Kölner";"1877";2;"K";"K";27
1429;12318;"Union 1861 Schönebeck e. V.";"RC Schönebeck";"Schönebeck";;1;"U";"K";27
1430;11110;"Lauinger Ruder-und Surfclub";"LRSC";"surf";"Laui";2;"L";"K";27
1431;11037;"Wassersport-Verein Waldshut";"WVW";"Waldsh";;1;"W";"K";27
1432;15807;"SRV Schillerschule Hannover";"SRVSH";"Hannov";"schiller";2;"S";"K";27
1433;11972;"Siegburger Ruderverein 1910";"SURV";"Siegburger";;1;"S";"K";27
1434;13801;"RV Ems-Jade-Weser Team Nord";"RVEJW";"Jade";"reg";2;"R";"K";27
1435;11319;"Ruderclub Beeskow 1920 e.V.";"RCB";"bees";;1;"R";"K";27
1436;14003;"Essener Ruder-Regattaverein";"ERRV";"ERRV";;1;"E";"K";27
1437;11314;"Ruderclub Fürstenwalde 1893";"RCF";"Fürstenwalde";;1;"R";"K";27
1438;11911;"Ruderverein Rauxel von 1922";"RVR";"Rauxel";;1;"R";"K";27
1439;11145;"Ruder-Club Deutschland e.V.";"RC Deutschland";"Deutschland";"stift";2;"R";"K";27
1440;30017;"LRV Mecklenburg-Vorpommern";"LRVMVP";"Mecklen";"lrv";2;"L";"K";26
1441;19717;"LRV Mecklenburg-Vorpommern";"LRV MV";"Mecklen";"LRV";2;"L";"K";26
1442;15620;"SRR Kestner-Schule Wetzlar";"SRRKSW";"Wetzlar";"goethe";2;"S";"K";26
1443;11215;"Rvg. Hellas-Titania Berlin";"RvgHTB";"hellas";"tit";2;"R";"K";26
1444;11934;"RC ""Westfalen""929 Herdecke";"RCWH";"westfal";"herd";2;"R";"K";26
1445;40014;"Mannheimer Regatta- Verein";"MRegV";"Mannheim";"rega";2;"M";"K";26
1446;15627;"SRR Otto-Hahn-Schule Hanau";"SRR Otto-Hahn-Schule Hanau";"Hanau";"hahn";2;"S";"K";26
1447;15508;"SRR Helene-Lange-Gymnasium";"SRR HLG";"Helene";"srr";2;"S";"K";26
1448;16416;"Kieler Gymnasial RV Teifun";"KGRVT";"Kiel";"teif";2;"K";"K";26
1449;99137;"Bollhagen Gymnasium Velten";"BHG";"Velt";"bollhag";2;"B";"K";26
1450;11310;"Spiel- u. Svg. PCK Schwedt";"SSVPCK";"Schwedt";"spiel";2;"S";"K";26
1451;15401;"Oberschule am Leibnizplatz";"OS Leibnizplatz";"Leibniz";"ober";2;"O";"K";26
1452;11231;"RK am Wannsee e.V., Berlin";"RaW";"RK am Wann";"1848";2;"R";"K";26
1453;30019;"Nordrhein-Westfälischer RV";"NWRV";"Nordrhein";"west";2;"N";"K";26
1454;16006;"SRR Schlossgymnasium Mainz";"SRR SGM";"Mainz";"schloss";2;"S";"K";26
1455;12414;"Lübecker Frauen-Ruder-Klub";"LFRK";"Lübeck";"Frau";2;"L";"K";26
1456;11847;"RC Ratsgymnasium Osnabrück";"RCRO";"Osnabrück";"rats";2;"R";"K";26
1457;15207;"SRR Clay-Oberschule Berlin";"SRRCOB";"berlin";"clay";2;"S";"K";26
1458;11809;"Hermann Billung Celle e.V.";"HBC";"Billung";;1;"H";"K";26
1459;30022;"Landesruderverband Sachsen";"LRVS";"Sachsen";"landes";2;"L";"K";26
1460;11322;"Neuruppiner Ruderclub e.V.";"NRC";"Neuruppin";;1;"N";"K";26
1461;50008;"Schülerruderverband Hessen";"SRVH";"Essen";"schüler";2;"S";"K";26
1462;11942;"Mülheimer Wassersport Köln";"Müwa Köln";"Mülheim";"wasser";2;"M";"K";26
1463;11029;"Stuttgart-  Cannstatter RC";"StCRC";"Cannst";;1;"S";"K";26
1464;11849;"Papenburger Ruderclub e.V.";"PRC";"Papenburg";;1;"P";"K";26
1465;12209;"Dresdner  Ruderverein e.V.";"DRV";"Dresdner";"verein";2;"D";"K";26
1466;15217;"SRR Franz-Marc-Grundschule";"SRRFMG";"Marc";"srr";2;"S";"K";26
1467;11933;"Hattinger Ruderverein 1923";"HRV";"Hattinger";;1;"H";"K";26
1468;11809;"Hermann Billung Celle e.V.";"Biillung Celle";"Billung";;1;"H";"K";26
1469;12420;"Ratzeburger Ruderclub e.V.";"RRC";"ratzebu";"club";2;"R";"K";26
1470;16427;"SRR der Realschule Fockbek";"SRRRF";"Fockbek";;1;"S";"K";26
1471;16426;"SRR des Gymnasium Kronwerk";"SRRGK";"Kronwerk";;1;"S";"K";26
1472;11241;"Richtershorner Ruderverein";"Richtershorn";"Richtershorn";;1;"R";"K";26
1473;15915;"RR Herder-Gymnasium Minden";"RRHGM";"Rats";"mind";2;"R";"K";26
1474;11865;"WSV Innerstetalsperre e.V.";"WSVI";"Innerstetalsperre";;1;"W";"K";26
1475;12309;"Ruder-Club Wittenberg e.V.";"RCW";"Witten";"berg";2;"R";"K";26
1476;99116;"Durham Amateur Rowing Club";"DARC";"Durham";;1;"D";"K";26
1477;15910;"RR am Ratsgymnasium Minden";"RRRM";"Rats";"mind";2;"R";"K";26
1478;16409;"RR Alte Stadtschule Lübeck";"RRASL";"alte";"schule";2;"R";"K";26
1479;11044;"Rudergemeinschaft Bodensee";"RGBo";"Bodens";"gemein";2;"R";"K";26
1480;12312;"Roßlauer Rudergesellschaft";"RRG";"Roßla";;1;"R";"K";26
1481;12028;"Ruder-Gesellschaft Remagen";"RGR";"Remagen";;1;"R";"K";26
1482;11241;"Richtershorner Ruderverein";"RRV";"Richtershorn";;1;"R";"K";26
1483;11225;"Ruder-Club Tegel 1886 e.V.";"RCT";"tegel";"1886";2;"R";"K";26
1484;13801;"RV Ems-Jade-Weser TeamNord";"RVEJW";"Jade";"reg";2;"R";"K";26
1485;40002;"Rheinisch Westfälischer RV";"RWRV";"Rhein";"west";2;"R";"K";26
1486;11916;"Ruder-Gesellschaft Benrath";"RGB";"Benrath";;1;"R";"K";26
1487;15819;"Georg-Büchner-Gymnasium RR";"GBGRR";"Büchner";;1;"G";"K";26
1488;12403;"Germania Ruderverein Eutin";"GRVE";"eut";"german";2;"G";"K";26
1489;11238;"Berliner-Ruder-Club 'Ägir'";"BRCÄ";"berlin";"ägir";2;"B";"K";26
1490;11506;"Der Hamburger und Germania";"DHUGRC";"Germania";"hambu";2;"D";"K";26
1491;11034;"Überlinger Ruderclub Bodan";"ÜRCB";"bodan";;1;"Ü";"K";26
1492;15813;"RV Humboldtschule Hannover";"RVHH";"Hannov";"humbo";2;"R";"K";26
1493;12202;"Wurzener Rvg. Schwarz-Gelb";"WRVg";"Wurz";;1;"W";"K";26
1494;12010;"Ruderclub Germania Boppard";"RCGB";"bop";"german";2;"R";"K";26
1495;11221;"Ruderverein 'Preußen' e.V.";"RVP";"Preuß";"verein";2;"R";"K";26
1496;11605;"Eschweger Ruderverein e.V.";"ERV";"Eschweger";;1;"E";"K";26
