"PrimaryKey";"Verein_DRVID";"Verein";"Lettern";"Kurzident";"Kurzident2";"AnzahlKurzIdent";"ErstesVereinZeichen";"Knüpf";"Laenge"
2241;11918;"Düsseldorfer RV";"DRV 1880";"düssel";"rv";2;"D";"K";15
2242;12304;"Tangermünder RC";"TRC";"Tangerm";;1;"T";"K";15
2243;11114;"PostSV Mühldorf";"PSVM";"Mühldorf";"Post";2;"P";"K";15
2244;12015;"Post-SV Koblenz";"PSVK";"Koblenz";"sv";2;"P";"K";15
2245;91000;"Dt. Ruderjugend";"DRJ";"ruderjugend";"dt";2;"D";"K";15
2246;99216;"Olympic Reserve";"RU";"Olympic Reserve";;1;"O";"K";15
2247;11501;"RC 'Allemannia'";"RCA";"allem";"rc";2;"R";"K";15
2248;11252;"Treptower Rugm.";"TRG";"Treptow";;1;"T";"K";15
2249;11805;"TuS Bramsche RA";"TSVB";"Bramsche";"tus";2;"T";"K";15
2250;11929;"RR der ATV Bonn";"ATVB";"bonn";"atv";2;"R";"K";15
2251;12007;"Bernkasteler RV";"BRV";"Bernkasteler";;1;"B";"K";15
2252;11255;"WSC WannseeLöwe";"WSCWL";"wan";"löw";2;"W";"K";15
2253;11125;"RV am Tegernsee";"RVaT";"Tegerns";;1;"R";"K";15
2254;11009;"Heidelberger RK";"HRK";"Heidel";"rk";2;"H";"K";15
2255;99113;"Roskilde Roklub";"RRK";"Roskilde";;1;"R";"K";15
2256;11821;"Hannoversche RC";"HRC";"Hannov";"RC";2;"H";"K";15
2257;11917;"RCGD Düsseldorf";"RCGD";"düssel";"rcgd";2;"R";"K";15
2258;11327;"Alt Ruppiner RC";"ARC";"Ruppine";"alt";2;"A";"K";15
2259;11906;"ARC Rhenus Bonn";"ARC";"Rhenus";"arc";2;"A";"K";15
2260;11983;"RV Lüdinghausen";"RVLH";"Lüdinghausen";;1;"R";"K";15
2261;40029;"Regatta München";"RM";"München";"rega";2;"R";"K";15
2262;12034;"RG Treis-Karden";"RGTK";"Karden";;1;"R";"K";15
2263;11122;"Regensburger RK";"RRK";"Regensbu";"rk";2;"R";"K";15
2264;11121;"Regensburger RV";"RRV";"Regensbu";"verein";2;"R";"K";15
2265;11982;"RG Niederkassel";"RGN";"Niederkassel";;1;"R";"K";15
2266;11117;"RG München 1972";"RGM";"München";"1972";2;"R";"K";15
2267;11113;"Miltenberger RC";"MRC";"Miltenberg";;1;"M";"K";15
2268;99115;"Bagsaerd Roklub";"BRK";"Bagsaerd";;1;"B";"K";15
2269;99117;"Bad Mergentheim";"BM";"Mergentheim";;1;"B";"K";15
2270;15006;"SRR FSG Marbach";"SRR FSG Marbach";"Marb";"fsg";2;"S";"K";15
2271;11816;"RV Weser Hameln";"Weser Hameln";"weser";"hame";2;"R";"K";15
2272;12406;"Rgr. Geesthacht";"RGG";"Geestha";;1;"R";"K";15
2273;11248;"SG NARVA Berlin";"SGNB";"berlin";"narv";2;"S";"K";15
2274;60001;"HSZ RWTH Aachen";"HSZRWTHA";"aachen";"hsz";2;"H";"K";15
2275;12211;"SC DHfK Leipzig";"SCDHfKL";"dhfk";;1;"S";"K";15
2276;11926;"Essen-Werden RC";"EWRC";"Essen";"werden";2;"E";"K";15
2277;11103;"Deggendorfer RV";"DRV";"Deggend";;1;"D";"K";15
2278;12315;"Ruder-Club Aken";"RCA";"Aken";;1;"R";"K";15
2279;11239;"ESV Schmöckwitz";"ESV Schmöckwitz";"Schmöckwitz";;1;"E";"K";15
2280;11239;"ESV Schmöckwitz";"ESVS";"Schmöckwitz";;1;"E";"K";15
2281;11825;"Hildesheimer RC";"HRC";"Hildesheimer";;1;"H";"K";15
2282;11825;"Hildesheimer RC";"HilRC";"Hildesheimer";;1;"H";"K";15
2283;11612;"Nassovia Höchst";"RCNH";"nasso";"höchst";2;"N";"K";15
2284;11853;"SVG Scharnebeck";"SvgS";"Scharnebe";;1;"S";"K";15
2285;11830;"Ruder Club Leer";"RCL";"Leer";"club";2;"R";"K";15
2286;90010;"BSP Saarbrücken";"BSPS";"Saarbrücken";"bsp";2;"B";"K";15
2287;15828;"RTG Bersenbrück";"RTGB";"Bersenb";;1;"R";"K";15
2288;11606;"Floersheimer RV";"FRV";"flörsheimer";;1;"F";"K";15
2289;11257;"RC Rapid Berlin";"RC Rapid";"berlin";"rapid";2;"R";"K";15
2290;11863;"RRugm. Lüneburg";"RRugmL";"Lüneburg";"rru";2;"R";"K";15
2291;11811;"SG Diepholz RA";"SGD";"Diepholz";;1;"S";"K";14
2292;11635;"Limburger ClfW";"LCW";"Limburger";;1;"L";"K";14
2293;12316;"Magdeburger RC";"MRC";"Magdeburg";"rc";2;"M";"K";14
2294;12301;"Merseburger RG";"MRG";"Merseburger";;1;"M";"K";14
2295;11640;"Offenbacher RV";"ORV";"offen";"rv";2;"O";"K";14
2296;11141;"TSV Herrsching";"TSVH";"Herrsch1";;1;"T";"K";14
2297;99977;"Fitness Arnold";;"fitness";"arnold";2;"F";"K";14
2298;40001;"Team Nord West";"Team Nord West";"Team Nord West";;1;"T";"K";14
2299;11002;"RV Bad Wimpfen";"RVW";"wimpf";;1;"R";"K";14
2300;11322;"Neuruppiner RC";"NRC";"Neuruppin";;1;"N";"K";14
2301;11846;"TSV Otterndorf";"TSVO";"Otterndorf";;1;"T";"K";14
2302;12004;"Creuznacher RV";"CRV";"Creuznacher";;1;"C";"K";14
2303;12208;"Laubegaster RV";"LRVD";"laubegast";;1;"L";"K";14
2304;11106;"DRC Ingolstadt";"DRCI";"DRC";"ingo";2;"D";"K";14
2305;11635;"Limburger  CfW";"LCW";"Limburger";;1;"L";"K";14
2306;11842;"Oldenburger RV";"ORVO";"Oldenburg";"rv";2;"O";"K";14
2307;11861;"RV ARGO Aurich";"RVA";"ARGO";"auri";2;"R";"K";14
2308;11716;"SSG Rügen e.V.";"SSGR";"Rügen";;1;"S";"K";14
2309;11601;"RuS Steinmühle";"RSVS";"Steinm";"rus";2;"R";"K";14
2310;88003;"Czech Republic";"CZE";"Czech";;1;"C";"K";14
2311;11321;"Cottbusser RSV";"CRSV";"Cottbus";"rsv";2;"C";"K";14
2312;11849;"Papenburger RC";"PRC";"Papenburg";;1;"P";"K";14
2313;11844;"Osnabrücker RV";"ORV";"Osnabrücke";"rv";2;"O";"K";14
2314;99147;"TSV Rudow 1888";"TRSVR";"TSV";"rudow";2;"T";"K";14
2315;11641;"Offenbacher RG";"ORGU";"off";;2;"O";"K";14
2316;12214;"USV TU Dresden";"USVD";"dresden";"tu";2;"U";"K";14
2317;99206;"RV Wiking Linz";"WIL";"Wiking";"linz";2;"R";"K";14
2318;99221;"Wiking Bregenz";"RVWB";"Bregenz";"Wiking";2;"W";"K";14
2319;99112;"Hadsund Roklub";"HRK";"Hadsund";;1;"H";"K";14
2320;30021;"Ruderbund Saar";"LRVS";"bund";"saar";2;"R";"K";14
2321;11853;"SV Scharnebeck";"SvgS";"Scharnebe";;1;"S";"K";14
2322;11606;"Flörsheimer RV";"FRV";"flörsheimer";;1;"F";"K";14
2323;12212;"ARV zu Leipzig";"ARVL";"Leipzig";"arv";2;"A";"K";14
2324;11027;"RC Rheinfelden";"RCR";"Rheinf";"rc";2;"R";"K";14
2325;9988;"SEECLUB Zürich";"SEZ";"SEECLUB";;1;"S";"K";14
2326;13801;"RegVB Ems-Jade";"RVEJW";"Jade";"reg";2;"R";"K";14
2327;11518;"RV Teichwiesen";"RVT";"teichwies";;1;"R";"K";14
2328;99131;"VK Ljubljanica";"VKL";"Ljubljanica";;1;"V";"K";14
2329;11860;"Wolfsburger RC";"WRC";"Wolfsburge";;1;"W";"K";14
2330;11976;"RC Mark Wetter";"RCMW";"mark";"wetter";2;"R";"K";14
2331;99213;"WSV Ottensheim";"OTT";"ottenshei";"wsv";2;"W";"K";14
2332;11947;"Kölner RV 1877";"Köln 77";"Kölner";"rv";2;"K";"K";14
2333;11961;"ARC zu Münster";"ARCM";"Münster";"arc";2;"A";"K";14
2334;11023;"WSV Neckarrems";"WSV SCN";"Neckarrems";;1;"W";"K";14
2335;11617;"Frankfurter RV";"FRV1865";"Frankfurt";"rv";2;"F";"K";14
2336;11645;"Rotenburger RV";"RRV";"Rotenburger";;1;"R";"K";14
2337;11621;"WSV Geisenheim";"WSVG";"Geisenhe";;1;"W";"K";14
2338;99129;"GC Figueirense";"GCF";"Figueirense";;1;"G";"K";14
2339;40017;"RV Niederrhein";"RVN";"Rhein";"nieder";2;"R";"K";14
2340;12103;"RV Saarbrücken";"RVS";"Saarbrücken";"rv";2;"R";"K";14
2341;11919;"WSV Düsseldorf";"WSVD";"düssel";"wsv";2;"W";"K";14
2342;11134;"RCaL Kaufering";"RCLK";"kauferin";;1;"R";"K";14
2343;11011;"Heilbronner RG";"HRGS";"heil";"rg";2;"H";"K";14
2344;11802;"RV Bodenwerder";"RVB";"Werder";"boden";2;"R";"K";14
2345;11035;"Ulmer RC Donau";"URCD";"ulmer";;1;"U";"K";14
2346;12002;"Bacharacher RV";"BRV";"Bacharach";;1;"B";"K";14
2347;99992;"HS Bremerhaven";;"bremerhaven";"HS";2;"H";"K";14
2348;99114;"Randers Roklub";"RRk";"Randers";;1;"R";"K";14
2349;12420;"Ratzeburger RC";"RRC";"ratzebu";"rc";2;"R";"K";14
2350;11946;"Kölner RG 1891";"KRG";"Kölner";"gesell";2;"K";"K";14
2351;12422;"Rendsburger RV";"RRV";"Rendsburg";;2;"R";"K";14
2352;99118;"LAC Kronshagen";"LACK";"Kronshagen";"lac";2;"L";"K";14
2353;11511;"RG HANSA e.V .";"RGH";"hansa";"rg";2;"R";"K";14
2354;99995;"HfPV Wiesbaden";;"wiesba";"hfpv";2;"H";"K";14
2355;11952;"Kölner-RC Köln";"KRC";"Kölner";"rc köln";2;"K";"K";14
2356;11326;"Storkower Rvg.";"SRvg";"Storkower";;1;"S";"K";14
2357;15624;"SSR Nieder-Olm";"SSR NO";"nieder";"olm";2;"S";"K";14
2358;11150;"RV Brombachsee";"RV Brombachsee";"Brombachsee";;1;"R";"K";14
2359;11145;"RC Deutschland";"RC Deutschland";"Deutschland";"RC";2;"R";"K";14
2360;11703;"Stralsunder RC";"SRC";"Stralsunder";;1;"S";"K";14
2361;16429;"Katharineum RR";"KRR";"Katharineum";"rr";2;"K";"K";14
2362;11135;"Würzburger RVB";"WRVB";"Würzb";"rvb";2;"W";"K";14
2363;11124;"Straubinger RC";"StRC";"Straub";;1;"S";"K";14
2364;11030;"Stuttgarter RG";"SRG";"Stuttga";"gesell";2;"S";"K";14
2365;11915;"Hansa Dortmund";"RCHD";"hansa";"dortmu";2;"H";"K";14
2366;11030;"Stuttgarter RG";"StRG 1899";"Stuttga";"rg";2;"S";"K";14
2367;11635;"Limburger CIfW";"LCW";"Limburger";;1;"L";"K";14
2368;15809;"RRASS Nienburg";"SRRASSN";"Nienburg";"RRASS";2;"S";"K";14
2369;11866;"Ruderclub Oste";"RC Oste";"Oste";"club";2;"R";"K";14
2370;11201;"ARC zu Berlin";"ARCB";"Berlin";"arc";2;"A";"K";13
2371;12219;"Rugm. Sachsen";"RugmS";"Sachsen";"rugm";2;"R";"K";13
2372;11817;"Rugm. Angaria";"RugmA";"angaria";;1;"R";"K";13
2373;11202;"ARG zu Berlin";"ARGB";"Berlin";"arg";2;"A";"K";13
2374;11817;"Rugm. Angaria";"RGMA";"angaria";;1;"R";"K";13
2375;11972;"Siegburger RV";"SRV";"Siegburger";;1;"S";"K";13
2376;99124;"Askanisches G";"AG";"Askan";;1;"A";"K";13
2377;11910;"Rugm. Bottrop";"RugmB";"Bottrop";;1;"R";"K";13
2378;15515;"Brecht Schule";"Brecht Schule";"Brecht";"schul";2;"B";"K";13
2379;99965;"Roklubben ARA";"ARA";"Roklubbe";;2;"R";"K";13
2380;11642;"WSV Offenbach";"WSVO";"bürge";"wsv";2;"W";"K";13
2381;12424;"Segeberger RC";"SRC";"Segeb";"rc";2;"S";"K";13
2382;11705;"Schweriner RG";"SRG";"Schweriner";;1;"S";"K";13
2383;12310;"USC Magdeburg";"USCM";"Magdeburg";"usc";2;"U";"K";13
2384;11003;"Breisacher RV";"BRV";"Breisa";"rv";2;"B";"K";13
2385;11635;"Limburger CIM";"LCW";"Limburger";;1;"L";"K";13
2386;12030;"Saarburger RC";"SRC";"Saarburger";;1;"S";"K";13
2387;90006;"BSP Magdeburg";"BSPM";"Magdeburg";"bsp";2;"B";"K";13
2388;11986;"RV Kreuzgasse";"RVK";"Kreuzgasse";"rv";2;"R";"K";13
2389;11315;"RV Rheinsberg";"RVR";"Rheinsberg";;1;"R";"K";13
2390;11972;"Siegburger RV";"SURV";"Siegburger";;1;"S";"K";13
2391;15965;"Bessel Minden";"RRBM";"Bessel";"mind";2;"B";"K";13
2392;11965;"Bessel Minden";"Bessel- RC";"Bessel";"mind";2;"B";"K";13
2393;99130;"RV Willem III";"RVWIII";"willem";"rv";2;"R";"K";13
2394;12302;"Bernburger RC";"BRC";"Bernburger";;1;"B";"K";13
2395;50002;"SRV im NRW-RV";"SRVNRW";"nrw";"srv";2;"S";"K";13
2396;11969;"RV Oberhausen";"RVO";"Oberhausen";;1;"R";"K";13
2397;11031;"BSV Stuttgart";"BSVS";"Stuttg";"bsv";2;"B";"K";13
2398;15606;"RV HSS Kassel";"RVHSS";"Kassel";"hss";2;"R";"K";13
2399;14003;"Essener RRegV";"ERRV";"Essen";"rreg";2;"E";"K";13
2400;99207;"Wiener RC LIA";"LIA";"wiener";"lia";2;"W";"K";13
2401;12418;"RC Neumünster";"RCN";"Neumünst";"club";2;"R";"K";13
2402;11624;"Gießener R.G.";"GRG";"Gießene";"r.g";2;"G";"K";13
2403;11652;"WSV Twistesee";"WSVT";"Twistes";;1;"W";"K";13
2404;11036;"RG Waiblingen";"RGGW";"Waibl";;1;"R";"K";13
2405;12309;"RC Wittenberg";"RCW";"Witten";"berg";2;"R";"K";13
2406;11826;"RC Holzminden";"RCH";"Holzminden";;1;"R";"K";13
2407;12402;"Elmshorner RC";"ERC";"Elmshor";;1;"E";"K";13
2408;11404;"Vegesacker RV";"VRV";"Vegesacker";;1;"V";"K";13
2409;12023;"Weisenauer RV";"WRV";"Weisenauer";;1;"W";"K";13
2410;11256;"Neuköllner RC";"Neuköllner RC";"Neuköllner";;1;"N";"K";13
2411;30025;"LRV Thüringen";"LRVT";"Thüringen";;1;"L";"K";13
2412;11835;"Lüneburger RC";"LRC";"Lüneburger";"rc";2;"L";"K";13
2413;11231;"RK am Wannsee";"RaW";"wan";"see";2;"R";"K";13
2414;11921;"Duisburger RV";"DuiRV";"Duisburger";;1;"D";"K";13
2415;11635;"Limburger CfW";"LCW";"Limburger";;1;"L";"K";13
2416;99111;"Odense Roklub";"ORK";"Odense";;1;"O";"K";13
2417;12322;"RC Bitterfeld";"GRCB";"Bitterfeld";;1;"R";"K";13
2418;11135;"Würzburger RV";"WRVB";"Würzb";"rv";2;"W";"K";13
2419;11307;"RK Werder (H)";"RKW";"Werder";"rk";2;"R";"K";13
2420;6024;"Fitneß-Verein";"FV";"Fitneß";"verein";2;"F";"K";13
2421;11109;"Landshuter RV";"LRV";"Landshute";;1;"L";"K";13
2422;11501;"RC Allemannia";"RCA";"allem";"rc";2;"R";"K";13
2423;11909;"WSV Godesberg";"WSVG";"Godesberg";"wsv";2;"W";"K";13
2424;15001;"RA Gaienhofen";"RAG";"Gaienh";;1;"R";"K";13
2425;11925;"RR ETUF Essen";"ETUF";"Essen";"etuf";2;"R";"K";13
2426;11646;"Weilburger RV";"WRV";"Weilburg";;1;"W";"K";13
2427;12321;"RHV Havelberg";"RHV";"Havelb";"rhv";2;"R";"K";13
2428;11008;"RG Heidelberg";"RGH";"Heidel";"rg";2;"R";"K";13
2429;99113;"Lyngby Roklub";"LRK";"Lyngby";;1;"L";"K";13
2430;50005;"Hamburger SRV";"HSRVb";"Hamburg";"srv";2;"H";"K";13
2431;11019;"Mannheimer RG";"MRGB";"Mannheim";"RG";2;"M";"K";13
2432;12318;"RC Schönebeck";"RC Schönebeck";"Schönebeck";;1;"R";"K";13
2433;11018;"Mannheimer RC";"MRC";"Mannheim";"RC";2;"M";"K";13
2434;11628;"Hersfelder RV";"HRV";"hersf";"rv";2;"H";"K";13
2435;11237;"Märkischer RV";"MR";"Märkischer";;1;"M";"K";13
2436;88883;"RCN Dinantais";"RCND";"Dinantais";;1;"R";"K";13
2437;88004;"Great Britain";"GBR";"Great";"Britain";2;"G";"K";13
2438;11944;"TPSK von 1925";"TPSK";"TPSK";;1;"T";"K";13
2439;11225;"RC Tegel 1886";"RCT";"tegel";"rc";2;"R";"K";13
2440;11637;"Mühlheimer RV";"MRV";"Mühlheime";;1;"M";"K";13
2441;12406;"RG Geesthacht";"RGG";"Geestha";;1;"R";"K";13
2442;11706;"Rostocker RC";"RRC";"Rostock";"rc";2;"R";"K";12
2443;11933;"Hattinger RV";"HRV";"Hattinger";;1;"H";"K";12
2444;11503;"RC Bergedorf";"RCB";"Bergedorf";"rc";2;"R";"K";12
2445;15609;"RV WG Kassel";"RVWG";"kassel";"wg";2;"R";"K";12
2446;11512;"RC Süderelbe";"RCS";"süderel";;1;"R";"K";12
2447;11803;"RK Normannia";"RKN";"norman";;1;"R";"K";12
2448;11508;"RC Dresdenia";"RCD";"Dresdenia";;1;"R";"K";12
2449;11128;"ARC Würzburg";"ARCW";"Würzb";"arc";2;"A";"K";12
2450;11947;"Kölner RV 77";"Köln 77";"Kölner";"rv";2;"K";"K";12
2451;11831;"RV Leer 1903";"RVL";"Leer";"rv";2;"R";"K";12
2452;11127;"RC Vilshofen";"RCV";"Vilshof";;1;"R";"K";12
2453;40007;"Hanauer RegV";"HRegV";"Hanau";;2;"H";"K";12
2454;11928;"RR TVK Essen";"TVK";"Essen";"tvk";2;"R";"K";12
2455;11132;"RC Zellingen";"RCZ";"zellin";;1;"R";"K";12
2456;11108;"Kitzinger RV";"KRV";"Kitzing";;1;"K";"K";12
2457;11142;"RC Rosenheim";"RCRH";"Rosenheim";;1;"R";"K";12
2458;11242;"RC Rahnsdorf";"RCR";"Rahnsdorf";;1;"R";"K";12
2459;12036;"RV Trevieris";"RVT";"trevier";"rv";2;"R";"K";12
2460;11102;"Bamberger RG";"BRG";"bamberg";;1;"B";"K";12
2461;12308;"SC Magdeburg";"SCM";"Magdeburg";"sc";2;"S";"K";12
2462;11024;"RC Nürtingen";"RCN";"Nürting";;1;"R";"K";12
2463;12026;"RG Lahnstein";"RGL";"Lahnstein";;1;"R";"K";12
2464;16002;"GTRV Neuwied";"GTRVN";"neuwied";"gtrv";2;"G";"K";12
2465;11624;"Giessener RG";"GRG";"Giessen";"rg";2;"G";"K";12
2466;11855;"RC Stolzenau";"RCS";"Stolzenau";"rc";2;"R";"K";12
2467;12040;"RG Zeltingen";"RGZ";"zelti";;1;"R";"K";12
2468;88884;"ACOO Orléans";"ACOO";"ACOO";"orl";2;"A";"K";12
2469;99996;"HTWK Leipzig";;"Leipzig";"htwk";2;"H";"K";12
2470;99120;"Team Henning";"TH";"Team";"henning";2;"T";"K";12
2471;11715;"Ribnitzer SV";"RSV";"Ribnitz";;1;"R";"K";12
2472;11939;"Kettwiger RG";"KetRG";"Kettwiger";"rg";2;"K";"K";12
2473;12412;"RG Lauenburg";"RGL";"Lauenb";"rg";2;"R";"K";12
2474;12206;"RC Eilenburg";"RCE";"Eilenburg";;1;"R";"K";12
2475;11107;"RC Karlstadt";"RCK";"karls";"Wiking";2;"R";"K";12
2476;12404;"RK Flensburg";"RKF";"Flensbu";;1;"R";"K";12
2477;11648;"RG Wiesbaden";"RGWB";"wiesbad";"rg";2;"R";"K";12
2478;12016;"Koblenzer RC";"KRCR";"Koblenzer";"rc";2;"K";"K";12
2479;11923;"WV Ennepetal";"WVE";"ennepe";;1;"W";"K";12
2480;11403;"Bremer SC RA";"BSCRA";"bremer";"sc";2;"B";"K";12
2481;11312;"Potsdamer RG";"PRG";"Potsdamer";"rg";2;"P";"K";12
2482;11951;"Uerdinger RC";"URC";"Uerdinger";;1;"U";"K";12
2483;12032;"WSV St. Goar";"WSV St. Goar";"Goar";;1;"W";"K";12
2484;11115;"Münchener RC";"MRC 1880";"München";"RC";2;"M";"K";12
2485;11958;"Mülheimer RG";"MRG";"Mülheim";"gesell";2;"M";"K";12
2486;11867;"SRV Hannover";"SRVH";"Hannov";"srv";2;"S";"K";12
2487;11818;"DRC Hannover";"DRCH";"Hannov";"DR";2;"D";"K";12
2488;11818;"DRC Hannover";"DRC";"Hannov";"DR";2;"D";"K";12
2489;11016;"MRV Amicitia";"MRV Amicitia";"MRV";"Ami";2;"M";"K";12
2490;11126;"Tutzinger RV";"TRV";"tutzi";;1;"T";"K";12
2491;90003;"BSP Dortmund";"BSP";"dortmun";"bsp";2;"B";"K";12
2492;12202;"Wurzener RVG";"WRVg";"Wurz";;1;"W";"K";12
2493;90017;"BSTP Potsdam";"BSTPP";"Potsdam";"bst";2;"B";"K";12
2494;11635;"Limburger CM";"LCW";"Limburger";;1;"L";"K";12
2495;11140;"Rugm. Bayern";"RugmB";"bayern";"rug";2;"R";"K";12
2496;60006;"TH Darmstadt";"THD";"Darmstadt";"th";2;"T";"K";12
2497;11243;"Rugm. Grünau";"RGG";"Grünau";"rugm";2;"R";"K";12
2498;99984;"UNI Hannover";;"Hannov";"uni";2;"U";"K";12
2499;60010;"HS Karlsruhe";"KIT";"karls";"HS";2;"H";"K";12
2500;11021;"Marbacher RV";"MRV20";"Marb";"rv";2;"M";"K";12
2501;11818;"Deutscher RC";"RCDRC";"Deutscher";"rc";2;"D";"K";12
2502;90002;"BSPN Potsdam";"BSPNP";"Potsdam";"bsp";2;"B";"K";12
2503;88882;"CR Bruxelles";"CRB";"bruxe";"cr";2;"C";"K";12
2504;11950;"Crefelder RC";"CRC";"Crefeld";;1;"C";"K";12
2505;11636;"Marburger RV";"MRV";"Marburger";;1;"M";"K";12
2506;90011;"BSP Hannover";"BSPH";"Hannov";"bsp";2;"B";"K";12
2507;11951;"Uerdinger RC";"ÜRC";"Uerdinger";;1;"U";"K";12
2508;11021;"Marbacher RV";"MRV";"Marb";"rv";2;"M";"K";12
2509;30021;"LRV Saarland";"LRVS";"lrv";"saarl";2;"L";"K";12
2510;15607;"RV GG Kassel";"RVGG";"Kassel";"gg";2;"R";"K";12
2511;11110;"Lauinger RSC";"LRSC";"donau";"rsc";2;"L";"K";12
2512;15610;"RV FG Kassel";"RVFG";"Kassel";"fg";2;"R";"K";12
2513;11005;"RV Esslingen";"RVE";"esslin";;1;"R";"K";12
2514;11037;"WSV Waldshut";"WVW";"Waldsh";;1;"W";"K";12
2515;99980;"UJKC Potsdam";"UPD";"Potsdam";"uni";2;"U";"K";12
2516;11605;"Eschweger RV";"ERV";"Eschweger";;1;"E";"K";12
2517;60019;"Uni Dortmund";"UniDo";"dortmun";"uni";2;"U";"K";12
2518;12024;"Neuwieder RG";"NRG";"Neuwieder";"gesell";2;"N";"K";12
2519;60018;"Uni Tübingen";"UniTü";"tübing";"uni";2;"U";"K";12
2520;12014;"RV Ingelheim";"RVI";"Ingelheim";;1;"R";"K";12
2521;11514;"WSAP Hamburg";"WSAP";"Hamburg";"wsap";2;"W";"K";12
2522;99974;"Jels Roklub";;"jels";;1;"J";"K";11
2523;12313;"Rvg. Dessau";"RVD";"dessau";;1;"R";"K";11
2524;11953;"RC Sorpesee";"RCS";"Sorpesee";;1;"R";"K";11
2525;19715;"Alster-Club";"Alster-Club";"alster";"club";2;"A";"K";11
2526;11136;"Waginger RV";"WRV";"Waging";;1;"W";"K";11
2527;12419;"Preetzer RC";"PRC";"Preetz";;1;"P";"K";11
2528;11949;"Kölner ClfW";"KCFW";"Kölner";"clfw";2;"K";"K";11
2529;11226;"RC Tegelort";"RCT";"tegel";"ort";2;"R";"K";11
2530;40012;"Kölner RegV";"KRegV";"Kölner";"regv";2;"K";"K";11
2531;99993;"HTW Dresden";;"dresden";"htw";2;"H";"K";11
2532;11821;"Hannover RC";"HRC";"Hannov";"RC";2;"H";"K";11
2533;15113;"SRR München";"SRR München";"München";"srr";2;"S";"K";11
2534;11020;"VW Mannheim";"VWM";"Mannheim";"vw";2;"V";"K";11
2535;99999;"kein Verein";;"kein V";;1;"k";"K";11
2536;88006;"Niederlande";"NED";"nierderlande";;1;"N";"K";11
2537;11007;"RC Grenzach";"RCG";"grenza";;1;"R";"K";11
2538;11823;"Mündener RV";"MünRV";"Mündener";;1;"M";"K";11
2539;88009;"SUI  Rowing";"SUI";"sui";"row";2;"S";"K";11
2540;15502;"SRV Pinguin";"SRVP";"pingui";;1;"S";"K";11
2541;12416;"Lübecker RK";"LRK";"Lübeck";"RK";2;"L";"K";11
2542;11115;"Münchner RC";"MRC";"München";"rc";2;"M";"K";11
2543;12415;"Lübecker RG";"LRG";"Lübeck";"RG";2;"L";"K";11
2544;11704;"ORC Rostock";"ORC";"Rostock";"orc";2;"O";"K";11
2545;11515;"RC Protesia";"RCP";"Protesia";;1;"R";"K";11
2546;11120;"Passauer RV";"PRV";"Passau";"verein";2;"P";"K";11
2547;11834;"Lingener RG";"LRG";"Lingen";"rg";2;"L";"K";11
2548;11116;"MRSV Bayern";"MRSV";"bayer";"mrs";2;"M";"K";11
2549;11902;"RC Biggesee";"RCB";"Biggesee";;1;"R";"K";11
2550;11823;"Mündener RV";"MRV";"Mündener";;1;"M";"K";11
2551;11957;"Mindener RV";"MRV";"Mindener";"rv";2;"M";"K";11
2552;11956;"RC Meschede";"RCM";"Meschede";;1;"R";"K";11
2553;12501;"RC Roßleben";"RCR";"Roßle";;1;"R";"K";11
2554;11980;"RC Schieder";"RCS";"Schieder";;1;"R";"K";11
2555;30022;"LRV Sachsen";"LRVS";"Sachsen";"lrv";2;"L";"K";11
2556;11211;"RV Collegia";"RVC";"Collegia";;1;"R";"K";11
2557;11208;"Berliner RC";"BRC";"Berlin";"RC";2;"B";"K";11
2558;11208;"Berliner RC";"BRC";"Berlin";"RC";2;"B";"K";11
2559;11244;"RG Rotation";"Rotation";"Rotation";;1;"R";"K";11
2560;11209;"Berliner RG";"BRG";"Berlin";"RG";2;"B";"K";11
2561;60012;"Uni zu Köln";"UniK24";"köln";"uni";2;"U";"K";11
2562;12209;"Dresdner RV";"DRV";"Dresdner";"rv";2;"D";"K";11
2563;60009;"Uni Hamburg";"UniH";"Hamburg";"uni";2;"U";"K";11
2564;99988;"UNI Leipzig";;"Leipzig";"uni";2;"U";"K";11
2565;11818;"DeutscherRC";"RCDRC";"Deutscher";"rc";2;"D";"K";11
2566;11971;"RHTC Rheine";"RHTC";"rheine";"rht";2;"R";"K";11
2567;11118;"RV Nürnberg";"RVN";"Nürnb";"ruder";2;"R";"K";11
2568;11838;"RV Nienburg";"RVN";"Nienburg";"rv";2;"R";"K";11
2569;12203;"Dresdner RC";"DRC";"Dresdner";"rc";2;"D";"K";11
2570;11211;"RV Collegia";"RV Collegia";"Collegia";;1;"R";"K";11
2571;11038;"RG Wertheim";"RGW";"Werth";;1;"R";"K";11
2572;11332;"RV Mühlberg";"RVM";"Mühlberg";;1;"R";"K";11
2573;12312;"Roßlauer RG";"RRG";"Roßla";;1;"R";"K";11
2574;11959;"RRG Mülheim";"RRugmM";"Mülheim";"rrg";2;"R";"K";11
2575;11702;"Anklamer RK";"ARK";"Anklamer";;1;"A";"K";11
2576;11604;"RV Eltville";"RVE";"Eltville";;1;"R";"K";11
2577;99215;"Switzerland";"SUI";"Switzerland";;2;"S";"K";11
2578;11033;"Tübinger RV";"TRV";"tübinger";"rv";2;"T";"K";11
2579;11104;"RV Erlangen";"RVE";"Erlang";"rv";2;"R";"K";11
2580;11962;"UNI Münster";"ARVWM";"Münster";"uni";2;"U";"K";11
